Year_Birth,Education,Marital_Status,Income,Dt_Customer,Last_Purchase,Wines,Fruits,Meat,Fish,Sweet,Gold,Deal_Purchases,Web_Purchases,Catalog_Purchases,Store_Purchases,Web_Visits,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Response,Children,Age,Customer_From,Total_Spending,Luxury_Spending,Necessity_Spending,Need_Attention,Luxury_Consumer,CLV
1982,0,0,0.57,2014-01-14,23,1074,0,69,0,0,46,1,10,4,13,6,1,0,1,1,1,0,1,0,41,3274,1189,1120,69,0,1,0.36316432498472817
1972,0,0,0.52,2013-07-22,37,771,51,154,54,10,154,7,11,2,12,6,0,0,0,0,0,0,0,1,51,3450,1194,925,269,1,1,0.34608695652173915
1960,1,0,0.57,2014-01-31,50,371,32,189,0,58,6,2,5,4,10,4,0,0,0,0,0,0,0,1,63,3257,656,377,279,1,1,0.20141234264660732
1956,1,1,0.56,2012-11-23,78,556,14,717,210,0,43,1,7,5,10,4,0,0,0,0,0,0,0,0,67,3691,1540,599,941,1,0,0.41723110268219993
1965,1,0,0.39,2013-08-26,74,202,5,74,11,5,14,3,6,1,5,7,0,0,0,0,0,0,0,1,58,3415,311,216,95,1,1,0.0910688140556369
1955,1,0,0.65,2013-11-06,14,209,162,209,41,162,37,5,4,7,10,2,0,0,0,0,0,0,0,1,68,3343,820,246,574,0,0,0.2452886628776548
1989,1,0,0.51,2014-01-11,77,35,40,111,36,40,12,3,3,1,7,4,0,0,0,0,0,0,0,1,34,3277,274,47,227,1,0,0.08361306072627403
1962,1,1,0.23,2013-04-20,39,37,0,17,0,0,3,3,3,0,3,9,0,0,0,0,0,0,0,2,61,3543,57,40,17,1,1,0.016088060965283656
1965,0,0,0.4,2013-10-01,89,171,45,73,59,10,90,4,3,2,8,4,0,0,0,0,0,0,0,1,58,3379,448,261,187,1,1,0.1325836046167505
1973,1,0,0.4,2014-06-10,62,12,2,20,3,2,5,1,1,0,3,7,0,0,0,0,0,0,0,2,50,3127,44,17,27,1,0,0.014070994563479372
1972,0,0,0.34,2013-07-29,59,44,4,21,6,0,27,2,3,0,3,7,0,0,0,0,0,0,0,2,51,3443,102,71,31,1,1,0.029625326749927388
1984,0,0,0.32,2014-02-01,68,20,2,9,4,6,20,1,1,1,2,4,0,0,0,0,0,0,0,1,39,3256,61,40,21,1,1,0.018734643734643733
1960,1,0,0.72,2013-04-22,13,779,86,537,34,69,138,1,5,9,12,3,0,0,0,0,0,0,0,0,63,3541,1643,917,726,0,1,0.4639932222536007
1958,1,0,0.4,2013-06-06,37,170,6,97,24,12,88,3,6,1,5,6,0,0,0,0,0,0,0,1,65,3496,397,258,139,1,1,0.11355835240274599
1968,0,0,0.68,2014-01-07,36,491,48,231,112,105,134,2,5,7,12,1,0,0,1,0,0,0,0,1,55,3281,1121,625,496,1,1,0.34166412679061264
1977,0,1,0.32,2012-09-03,28,173,8,107,7,2,176,4,7,2,3,9,1,0,0,0,0,1,1,2,46,3772,473,349,124,0,1,0.12539766702014846
1974,0,0,0.15,2014-03-29,2,7,10,13,16,0,4,2,3,0,3,8,0,0,0,0,0,0,0,1,49,3200,50,11,39,0,0,0.015625
1962,1,0,0.63,2013-02-14,17,1205,0,235,19,14,205,6,6,3,13,7,0,0,0,0,0,0,0,1,61,3608,1678,1410,268,0,1,0.46507760532150777
1982,0,0,0.21,2014-04-18,86,10,7,25,6,3,7,1,3,0,3,7,0,0,0,0,0,0,0,0,41,3180,58,17,41,1,0,0.018238993710691823
1975,1,0,0.39,2013-09-25,54,97,4,44,6,1,18,1,3,1,4,5,0,0,0,0,0,0,0,1,48,3385,170,115,55,1,1,0.050221565731166914
1982,1,1,0.04,2013-12-12,2,67,11,26,4,3,262,0,1,0,1,17,0,0,0,0,0,0,0,0,41,3307,373,329,44,0,1,0.11279104928938614
1945,1,0,0.62,2013-11-17,3,345,53,528,98,75,97,1,8,3,5,4,1,0,0,0,0,0,1,0,78,3332,1196,442,754,0,0,0.3589435774309724
1979,0,0,0.23,2014-03-07,84,6,5,17,3,24,46,2,2,2,2,7,0,0,0,0,0,0,0,1,44,3222,101,52,49,1,1,0.03134698944754811
1969,0,0,0.42,2012-12-12,8,73,57,100,71,15,0,5,6,1,5,9,0,0,0,0,0,0,1,2,54,3672,316,73,243,0,0,0.0860566448801743
1962,0,0,0.62,2013-09-18,4,711,36,217,172,96,168,3,7,4,7,4,0,1,0,1,0,0,0,1,61,3392,1400,879,521,0,1,0.41273584905660377
1948,0,1,0.8,2013-07-29,57,774,70,118,182,187,93,1,4,9,13,1,0,0,0,0,0,0,0,0,75,3443,1424,867,557,1,1,0.41359279697937845
1978,1,0,0.77,2012-08-18,24,163,0,480,0,126,75,1,6,5,8,9,0,1,1,1,0,0,1,1,45,3788,844,238,606,0,0,0.22280887011615627
1975,0,0,0.45,2013-09-17,51,82,33,54,71,30,41,2,5,2,4,5,0,0,0,0,0,0,0,1,48,3393,311,123,188,1,0,0.09165929855585028
1982,0,0,0.63,2013-05-08,29,358,108,413,141,97,32,1,2,8,6,1,0,0,0,0,0,0,0,0,41,3525,1149,390,759,0,0,0.32595744680851063
1983,1,0,0.3,2014-04-20,13,66,2,40,4,3,14,1,3,1,3,6,0,0,0,0,0,0,0,0,40,3178,129,80,49,0,1,0.040591567023285084
1952,0,1,0.34,2013-10-16,23,13,6,7,0,3,3,1,1,0,3,6,0,0,0,0,0,0,0,1,71,3364,32,16,16,0,0,0.009512485136741973
1982,0,1,0.34,2012-08-08,36,139,13,78,20,13,36,3,7,1,3,9,0,0,0,0,0,0,1,1,41,3798,299,175,124,1,1,0.07872564507635597
1962,0,0,0.43,2014-05-29,88,274,0,21,4,6,15,1,5,1,6,6,0,1,0,0,0,0,0,1,61,3139,320,289,31,1,1,0.10194329404268876
1977,1,0,0.37,2012-11-21,2,262,6,61,0,10,102,3,5,2,6,5,0,0,0,0,0,0,0,1,46,3693,441,364,77,0,1,0.11941510966693746
1949,1,0,0.55,2012-10-01,3,1099,0,45,0,0,34,11,3,4,10,8,0,1,0,0,0,0,1,2,74,3744,1178,1133,45,0,1,0.31463675213675213
1990,0,0,0.15,2013-02-16,15,32,0,8,23,4,18,1,1,0,4,6,0,0,0,0,0,0,0,0,33,3606,85,50,35,0,1,0.023571824736550194
1982,0,1,0.2,2013-03-20,58,2,4,2,0,11,5,1,1,0,2,9,0,0,0,0,0,0,0,1,41,3574,24,7,17,1,0,0.006715165081141578
1975,0,1,0.28,2013-02-20,11,6,10,21,19,14,42,2,2,1,3,6,0,0,0,0,0,0,0,1,48,3602,112,48,64,0,0,0.031093836757357024
1959,1,0,0.22,2013-02-10,27,6,7,4,3,4,6,1,1,0,3,6,0,0,0,0,0,0,0,1,64,3612,30,12,18,0,0,0.008305647840531562
1983,1,0,0.43,2013-06-20,32,135,46,92,65,61,11,2,5,2,7,5,0,0,0,0,0,0,0,0,40,3482,410,146,264,1,0,0.11774842044801838
1976,0,0,0.54,2013-08-31,12,641,7,84,0,30,38,3,10,4,7,6,0,1,0,0,0,0,0,1,47,3410,800,679,121,0,1,0.23460410557184752
1962,1,1,0.75,2013-05-03,88,714,76,395,116,0,12,1,4,6,9,1,0,0,0,0,0,0,1,0,61,3530,1313,726,587,1,1,0.3719546742209632
1956,1,0,0.67,2013-03-30,91,794,73,573,0,29,14,1,4,8,10,2,0,0,0,0,0,0,0,0,67,3564,1483,808,675,1,1,0.4161054994388328
1993,0,1,0.61,2013-10-21,12,420,0,452,182,64,140,1,6,6,4,2,0,0,0,0,0,0,1,0,30,3359,1258,560,698,0,0,0.37451622506698423
1987,0,0,0.15,2012-11-08,21,1,2,7,4,3,11,1,0,1,2,8,0,0,0,0,0,0,0,1,36,3706,28,12,16,0,0,0.007555315704263357
1965,0,0,0.6,2014-01-27,23,86,12,75,33,15,6,1,4,1,5,4,0,0,0,0,0,0,0,1,58,3261,227,92,135,0,0,0.06961054891137688
1982,0,0,0.6,2012-11-09,10,823,25,459,124,29,95,1,6,6,7,4,0,0,1,0,0,0,1,0,41,3705,1555,918,637,0,1,0.41970310391363025
1962,0,1,0.61,2013-03-17,35,231,161,215,171,30,53,2,8,2,11,5,0,0,0,0,0,0,0,1,61,3577,861,284,577,1,0,0.24070450097847357
1978,0,0,0.33,2013-04-22,69,8,15,27,0,20,33,2,3,1,2,8,1,0,0,0,0,0,0,1,45,3541,103,41,62,1,0,0.029087828297091216
1946,1,1,0.54,2014-04-28,68,182,17,259,77,70,29,1,6,2,10,4,0,0,0,0,0,0,0,0,77,3170,634,211,423,1,0,0.2
1963,0,1,0.71,2013-12-29,85,557,129,984,193,37,18,1,5,8,5,2,0,0,0,0,0,0,0,0,60,3290,1918,575,1343,1,0,0.5829787234042553
1971,1,1,0.28,2013-10-04,34,79,1,31,4,4,12,3,2,1,4,6,0,0,0,0,0,0,0,2,52,3376,131,91,40,1,1,0.03880331753554502
1968,0,0,0.51,2012-09-26,55,368,24,68,38,0,88,6,8,2,6,7,0,0,0,0,0,0,0,2,55,3749,586,456,130,1,1,0.15630834889303816
1992,0,0,0.14,2013-11-23,10,6,4,14,8,8,22,2,2,1,2,8,1,0,0,0,0,0,0,1,31,3326,62,28,34,0,0,0.018641010222489478
1974,0,1,0.46,2013-05-30,30,160,15,196,15,11,50,8,6,1,7,8,0,0,0,0,0,0,0,2,49,3503,447,210,237,1,0,0.12760491007707678
1950,1,0,0.45,2012-07-31,36,488,21,238,56,108,28,1,8,7,11,6,0,0,0,0,0,0,0,0,73,3806,939,516,423,1,1,0.2467157120336311
1977,1,1,0.52,2013-07-25,14,691,7,69,0,7,23,4,2,2,7,8,0,1,0,0,0,0,0,1,46,3447,797,714,83,0,1,0.23121554975340877
1958,1,1,0.66,2012-09-04,79,543,10,205,160,143,82,1,6,3,6,3,0,0,0,0,0,0,1,1,65,3771,1143,625,518,1,1,0.3031026252983294
1976,0,1,0.4,2013-11-07,52,254,7,108,20,0,26,3,6,3,5,6,0,0,0,0,0,0,0,1,47,3342,415,280,135,1,1,0.1241771394374626
1973,0,0,0.32,2013-11-25,97,5,4,10,2,2,7,1,1,0,3,8,0,0,0,0,0,0,0,1,50,3324,30,12,18,1,0,0.009025270758122744
1968,1,1,0.35,2013-12-26,24,112,19,21,16,14,5,3,4,1,4,7,0,0,0,0,0,0,0,1,55,3293,187,117,70,0,1,0.05678712420285454
1958,0,0,0.59,2014-05-13,0,134,11,59,15,2,30,1,3,2,5,2,0,0,0,0,0,0,0,1,65,3155,251,164,87,0,1,0.07955625990491284
1975,0,1,0.5,2014-04-29,96,143,6,52,11,8,17,2,4,1,5,5,0,0,0,0,0,0,0,1,48,3169,237,160,77,1,1,0.07478699905332913
1960,1,0,0.44,2013-12-25,89,51,4,24,4,7,1,2,2,0,4,6,0,0,0,0,0,0,0,2,63,3294,91,52,39,1,1,0.027625986642380085
1965,1,1,0.3,2013-05-06,94,27,0,5,0,0,3,2,1,0,3,8,0,0,0,0,0,0,0,3,58,3527,35,30,5,1,1,0.009923447689254324
1960,1,1,0.44,2012-10-04,98,459,0,24,6,0,4,6,4,5,7,6,0,1,0,0,0,0,0,1,63,3741,493,463,30,1,1,0.13178294573643412
1969,1,0,0.49,2013-03-03,72,689,8,167,11,8,88,5,8,4,11,6,0,0,0,0,0,0,0,1,54,3591,971,777,194,1,1,0.2703982177666388
1960,0,1,0.42,2012-12-02,1,283,10,38,0,13,27,4,7,2,4,8,0,0,0,0,0,0,0,1,63,3682,371,310,61,0,1,0.10076045627376426
1975,0,1,0.49,2013-12-30,26,347,0,35,4,3,7,6,4,2,8,5,0,0,0,0,0,0,0,3,48,3289,396,354,42,0,1,0.12040133779264214
1985,0,0,0.18,2013-08-20,5,5,13,14,0,5,31,2,2,1,2,6,1,0,0,0,0,0,1,1,38,3421,68,36,32,0,1,0.019877228880444315
1971,1,0,0.5,2013-06-25,22,280,0,18,0,0,24,3,5,1,6,7,0,1,0,0,0,0,0,1,52,3477,322,304,18,0,1,0.09260857060684498
1970,1,0,0.45,2013-04-01,39,187,5,65,26,20,14,2,4,2,6,5,0,0,0,0,0,0,0,1,53,3562,317,201,116,1,1,0.08899494665918023
1955,1,1,0.4,2014-05-05,56,95,14,64,2,9,38,1,4,2,3,7,0,0,0,0,0,0,0,1,68,3163,222,133,89,1,1,0.07018653177363263
1956,1,0,0.47,2013-07-03,74,84,10,34,11,10,28,4,3,1,4,6,0,0,0,0,0,0,0,2,67,3469,177,112,65,1,1,0.05102334966849236
1958,0,0,0.45,2012-09-03,87,19,4,12,2,2,6,1,1,0,3,5,0,0,0,0,0,0,0,2,65,3772,45,25,20,1,1,0.01193001060445387
1964,1,1,0.45,2014-01-12,49,5,1,9,2,0,4,1,1,0,2,7,0,0,0,0,0,0,0,2,59,3276,21,9,12,1,0,0.00641025641025641
1973,0,0,0.17,2012-10-06,24,18,3,17,3,0,4,1,2,0,3,9,0,0,0,0,0,0,0,1,50,3739,45,22,23,0,0,0.01203530355710083
1948,0,0,0.81,2014-01-15,9,992,24,694,51,19,119,0,5,10,5,1,1,0,1,0,0,0,0,0,75,3273,1899,1111,788,0,1,0.5802016498625114
1972,1,0,0.45,2014-03-02,17,25,1,13,0,0,3,1,1,0,3,7,0,0,0,0,0,0,0,1,51,3227,42,28,14,0,1,0.013015184381778741
1976,1,0,0.22,2013-08-20,10,9,1,7,0,3,2,2,1,0,3,7,0,0,0,0,0,0,0,2,47,3421,22,11,11,0,0,0.006430868167202572
1980,0,0,0.39,2012-12-16,35,19,1,17,2,0,2,1,1,0,3,8,0,0,0,0,0,0,0,2,43,3668,41,21,20,1,1,0.011177753544165758
1979,0,0,0.66,2014-05-02,56,709,93,374,104,80,80,1,8,6,6,3,0,0,0,0,0,0,0,0,44,3166,1440,789,651,1,1,0.45483259633607076
1972,1,0,0.46,2013-10-11,7,158,0,76,13,7,71,6,4,4,3,5,0,0,0,0,0,0,0,2,51,3369,325,229,96,0,1,0.0964677945978035
1973,0,0,0.19,2013-10-03,51,10,14,29,4,2,36,3,2,1,4,4,0,0,0,0,0,0,0,1,50,3377,95,46,49,1,0,0.028131477642878294
1972,1,0,0.33,2014-03-02,17,25,1,13,0,0,3,1,1,0,3,7,0,0,0,0,0,0,0,1,51,3227,42,28,14,0,1,0.013015184381778741
1975,1,1,0.36,2012-11-09,30,8,4,12,15,4,29,2,1,1,2,4,0,0,0,0,0,0,0,2,48,3705,72,37,35,1,1,0.019433198380566803
1972,1,0,0.25,2014-05-15,21,14,0,6,0,0,0,2,2,0,3,5,0,0,0,0,0,0,0,1,51,3153,20,14,6,0,1,0.006343165239454488
1956,1,0,0.56,2013-07-30,2,622,7,115,30,0,15,2,6,3,12,5,0,0,0,0,0,0,0,2,67,3442,789,637,152,0,1,0.22922719349215573
1974,0,1,0.34,2014-05-22,85,11,0,3,0,0,1,1,1,0,2,6,0,0,0,0,0,0,0,2,49,3146,15,12,3,1,1,0.004767959313413859
1972,0,1,0.22,2014-02-07,65,25,3,16,8,5,2,2,2,1,3,6,0,0,0,0,0,0,0,1,51,3250,59,27,32,1,0,0.018153846153846152
1968,1,1,0.55,2013-04-21,64,635,15,100,20,7,131,1,9,3,9,6,0,0,0,0,0,0,0,1,55,3542,908,766,142,1,1,0.256352343308865
1969,1,0,0.44,2012-12-10,11,100,64,79,65,0,109,2,6,2,4,7,0,0,0,0,0,0,0,2,54,3674,417,209,208,0,1,0.11350027218290691
1961,0,0,0.53,2012-08-25,92,201,2,43,3,5,35,4,5,1,5,6,0,0,0,0,0,0,0,2,62,3781,289,236,53,1,1,0.07643480560698228
1972,0,0,0.57,2014-03-29,54,642,14,49,0,7,57,1,9,2,9,5,0,0,0,0,0,0,0,1,51,3200,769,699,70,1,1,0.2403125
1953,0,0,0.32,2014-04-21,4,97,1,41,6,2,41,2,4,1,3,7,0,0,0,0,0,0,0,1,70,3177,188,138,50,0,1,0.059175322631413285
1957,0,1,0.31,2012-08-13,53,204,5,39,17,0,89,3,5,2,4,8,0,0,0,0,0,0,1,1,66,3793,354,293,61,1,1,0.0933298180859478
1970,1,0,0.38,2012-10-12,39,513,7,133,46,14,14,6,8,4,8,8,0,0,0,0,0,0,0,1,53,3733,727,527,200,1,1,0.1947495312081436
1967,1,0,0.31,2012-08-07,49,88,3,21,4,1,29,4,3,0,4,9,0,0,0,0,0,0,0,2,56,3799,146,117,29,1,1,0.03843116609634114
1951,1,0,0.41,2013-04-11,70,172,12,112,8,0,15,4,6,1,5,7,0,0,0,0,0,0,0,1,72,3552,319,187,132,1,1,0.08980855855855856
1953,1,0,0.58,2013-12-17,40,329,35,222,130,35,43,2,7,5,8,4,0,0,0,0,0,0,0,1,70,3302,794,372,422,1,0,0.2404603270745003
1950,0,0,0.49,2012-09-08,40,296,13,104,11,13,17,3,4,2,9,3,0,0,0,0,0,0,0,1,73,3767,454,313,141,1,1,0.12052030793735068
1953,1,1,0.31,2012-09-06,43,100,2,16,2,1,31,4,3,2,2,9,0,0,0,0,0,0,1,2,70,3769,152,131,21,1,1,0.040328999734677635
1977,1,0,0.6,2012-09-28,17,422,7,238,69,46,15,1,7,2,12,4,0,0,0,0,0,0,0,1,46,3747,797,437,360,0,1,0.21270349613023753
1972,0,0,0.7,2013-05-20,40,1218,16,272,104,0,80,2,5,3,6,6,0,1,1,1,0,0,1,1,51,3513,1690,1298,392,1,1,0.4810703102761173
1969,1,0,0.37,2014-02-18,84,5,1,7,2,1,4,1,1,0,2,7,0,0,0,0,0,0,0,2,54,3239,20,9,11,1,0,0.006174745291756715
1944,0,0,0.7,2014-01-22,25,507,93,520,242,40,26,1,5,10,5,1,0,0,0,1,0,0,1,0,79,3266,1428,533,895,0,0,0.43723208818126147
1990,0,1,0.29,2013-02-13,62,52,12,50,4,36,55,3,5,0,3,9,0,0,0,0,0,0,0,1,33,3609,209,107,102,1,1,0.05791077860903297
1979,0,1,0.5,2013-06-10,83,191,56,139,51,8,100,4,4,3,8,4,0,0,0,0,0,0,0,1,44,3492,545,291,254,1,1,0.15607101947308133
1966,0,0,0.19,2013-01-16,47,2,23,11,8,6,46,1,2,1,2,8,0,0,0,0,0,0,0,0,57,3637,96,48,48,1,0,0.026395380808358536
1948,0,0,0.44,2014-02-23,45,68,28,39,16,30,41,1,2,2,5,2,0,0,0,0,0,0,0,0,75,3234,222,109,113,1,0,0.0686456400742115
1972,0,0,0.31,2014-03-16,34,20,4,10,6,4,17,2,2,0,3,6,0,0,0,0,0,0,0,3,51,3213,61,37,24,1,1,0.018985371926548398
1973,0,0,0.2,2014-01-28,3,20,3,16,0,4,1,3,2,0,4,6,0,0,0,0,0,0,0,2,50,3260,44,21,23,0,0,0.013496932515337423
1972,1,0,0.29,2014-04-11,1,7,0,1,0,0,0,1,1,0,2,6,0,0,0,0,0,0,0,3,51,3187,8,7,1,0,1,0.0025101976780671476
1972,1,1,0.57,2013-10-13,18,279,172,74,38,8,246,1,2,10,10,1,0,0,0,0,0,0,0,0,51,3367,817,525,292,0,1,0.24264924264924265
1966,0,1,0.55,2012-11-11,45,977,12,253,16,12,101,4,4,3,12,8,0,1,0,0,0,0,0,1,57,3703,1371,1078,293,1,1,0.3702403456656765
1969,1,0,0.47,2014-02-16,81,30,1,8,0,0,3,1,1,0,3,7,0,0,0,0,0,0,0,1,54,3241,42,33,9,1,1,0.012958963282937365
1959,0,0,0.15,2012-12-28,77,6,1,7,23,4,19,1,1,1,2,8,0,0,0,0,0,0,0,0,64,3656,60,25,35,1,0,0.016411378555798686
1970,0,0,0.24,2013-05-04,23,3,18,26,11,8,12,3,2,0,4,7,0,0,0,0,0,0,0,1,53,3529,78,15,63,0,0,0.022102578634173985
1974,1,0,0.29,2013-04-13,48,14,0,2,0,0,7,1,1,0,2,8,0,0,0,0,0,0,0,1,49,3550,23,21,2,1,1,0.006478873239436619
1972,1,0,0.37,2013-09-16,61,10,1,7,0,0,1,1,1,0,2,8,0,0,0,0,0,0,0,1,51,3394,19,11,8,1,1,0.005598114319387153
1958,1,1,0.33,2014-03-30,60,7,10,17,8,6,13,2,2,0,3,7,0,0,0,0,0,0,0,2,65,3199,61,20,41,1,0,0.019068458893404187
1972,0,1,0.27,2013-03-04,75,33,87,64,175,16,74,1,6,1,6,7,0,0,0,0,0,0,0,0,51,3590,449,107,342,1,0,0.12506963788300834
1983,1,0,0.23,2013-04-05,64,12,0,13,2,0,10,1,1,0,3,7,0,0,0,0,0,0,0,1,40,3558,37,22,15,1,1,0.010399100618324901
1973,1,1,0.26,2014-02-13,54,2,3,10,11,2,10,1,1,0,3,6,0,0,0,0,0,0,0,1,50,3244,38,12,26,1,0,0.011713933415536375
1985,0,0,0.81,2013-12-19,84,693,21,118,110,147,42,1,6,5,11,2,0,0,1,1,0,0,0,0,38,3300,1131,735,396,1,1,0.3427272727272727
1973,0,1,0.3,2013-12-23,75,9,3,15,2,3,2,2,2,0,3,6,0,0,0,0,0,0,0,2,50,3296,34,11,23,1,0,0.010315533980582525
1967,0,1,0.62,2013-10-30,16,129,26,67,3,67,2,5,6,1,5,7,0,0,0,0,0,0,0,2,56,3350,294,131,163,0,0,0.08776119402985075
1979,1,0,0.26,2013-05-04,79,16,2,11,3,0,16,2,1,1,2,8,1,0,0,0,0,0,0,2,44,3529,48,32,16,1,1,0.013601586851799376
1961,0,0,0.53,2012-08-25,92,201,2,43,3,5,35,4,5,1,5,6,0,0,0,0,0,0,0,2,62,3781,289,236,53,1,1,0.07643480560698228
1986,1,0,0.17,2013-01-25,16,5,4,5,4,2,10,1,0,1,2,7,0,0,0,0,0,0,0,0,37,3628,30,15,15,0,0,0.008269018743109152
1964,0,0,0.36,2014-04-23,96,14,36,11,3,26,35,1,1,1,4,2,0,0,0,0,0,0,0,0,59,3175,125,49,76,1,0,0.03937007874015748
1983,0,0,0.34,2013-02-14,30,29,12,59,19,1,36,2,3,0,4,8,0,0,0,0,0,0,0,1,40,3608,156,65,91,1,0,0.043237250554323724
1952,0,0,0.28,2013-07-18,60,26,2,19,10,5,8,3,2,1,3,8,0,0,0,0,0,0,0,2,71,3454,70,34,36,1,0,0.02026635784597568
1949,1,0,0.31,2013-09-21,11,9,1,4,3,2,3,1,1,0,2,6,0,0,0,0,0,0,0,2,74,3389,22,12,10,0,1,0.006491590439657716
1979,0,0,0.18,2012-09-03,75,14,0,23,4,5,19,3,3,0,3,9,0,0,0,0,0,0,1,1,44,3772,65,33,32,1,1,0.0172322375397667
1948,1,1,0.68,2012-10-24,36,972,19,595,180,26,138,3,3,7,10,3,0,0,0,1,0,0,1,0,75,3721,1930,1110,820,1,1,0.5186777747917226
1946,0,0,0.72,2013-09-27,71,966,168,672,246,105,126,1,7,5,10,4,0,1,0,1,0,0,0,0,77,3383,2283,1092,1191,1,0,0.6748448122967781
1958,0,0,0.45,2013-10-15,88,99,27,102,28,48,6,1,2,2,8,1,0,0,0,0,0,0,0,0,65,3365,310,105,205,1,0,0.09212481426448738
1971,1,0,0.68,2012-12-16,93,482,35,553,72,160,17,1,4,4,9,2,0,0,0,0,0,0,0,0,52,3668,1319,499,820,1,0,0.3595965103598691
1957,0,0,0.46,2012-12-01,93,714,8,99,11,0,47,4,10,7,5,8,1,0,0,0,0,0,0,1,66,3683,879,761,118,1,1,0.2386641325006788
1982,1,0,0.61,2013-10-25,54,587,54,348,71,54,130,1,4,4,8,2,0,0,0,0,0,0,0,0,41,3355,1244,717,527,1,1,0.3707898658718331
1973,1,0,0.6,2014-03-23,41,399,27,159,58,8,39,4,4,4,5,2,0,0,0,0,0,0,0,1,50,3206,690,438,252,1,1,0.2152214597629445
1972,0,0,0.4,2013-02-17,46,56,10,92,19,7,25,3,3,2,4,5,0,0,0,0,0,0,0,1,51,3605,209,81,128,1,0,0.0579750346740638
1965,0,0,0.68,2014-06-09,28,227,151,573,98,54,31,1,3,4,9,1,0,0,0,0,0,0,0,0,58,3128,1134,258,876,0,0,0.3625319693094629
1953,0,1,0.64,2013-11-13,40,703,102,601,0,58,43,1,3,11,8,1,0,0,0,0,0,0,1,0,70,3336,1507,746,761,1,0,0.45173860911270985
1967,1,1,0.34,2013-09-30,82,37,0,17,0,0,3,1,2,0,3,7,0,0,0,0,0,0,0,1,56,3380,57,40,17,1,1,0.01686390532544379
1965,1,0,0.28,2012-08-28,38,167,13,180,86,13,70,2,7,3,5,8,0,0,0,0,0,0,0,0,58,3778,529,237,292,1,0,0.14002117522498678
1969,0,0,0.6,2014-06-25,3,458,81,356,106,50,40,1,4,4,7,2,0,0,0,0,0,0,0,0,54,3112,1091,498,593,0,0,0.3505784061696658
1971,0,1,0.37,2012-10-13,87,91,3,52,2,1,31,3,4,0,4,8,0,0,0,0,0,0,1,1,52,3732,180,122,58,1,1,0.04823151125401929
1972,0,0,0.22,2013-01-12,49,15,8,16,11,5,22,4,2,0,4,6,0,0,0,0,0,0,0,2,51,3641,77,37,40,1,0,0.021148036253776436
1970,0,1,0.82,2014-02-12,16,1302,68,731,89,114,45,0,6,7,12,2,0,1,1,1,0,0,1,0,53,3245,2349,1347,1002,0,1,0.7238828967642527
1974,1,0,0.33,2012-09-14,65,153,64,123,116,64,14,2,5,2,9,6,0,0,0,0,0,0,1,0,49,3761,534,167,367,1,0,0.14198351502260037
1950,1,1,0.56,2014-01-26,9,508,5,21,7,5,10,4,7,3,7,5,0,1,0,0,0,0,0,1,73,3262,556,518,38,0,1,0.17044757817290007
1959,0,0,0.5,2013-08-19,24,290,59,177,77,5,29,7,4,6,8,3,0,0,0,0,0,1,0,1,64,3422,637,319,318,0,1,0.18614845119812976
1955,1,0,0.4,2014-04-13,25,38,0,2,0,0,6,1,1,0,3,7,1,0,0,0,1,0,0,2,68,3185,46,44,2,0,1,0.014442700156985872
1978,0,0,0.13,2014-06-18,43,2,13,6,7,5,11,3,3,0,3,7,0,0,0,0,0,0,0,1,45,3119,44,13,31,1,0,0.014107085604360373
1986,1,0,0.24,2013-07-08,10,30,0,10,2,0,5,1,1,0,3,7,0,0,0,0,0,0,0,1,37,3464,47,35,12,0,1,0.013568129330254041
1963,1,1,0.43,2013-06-20,29,386,23,95,54,41,196,4,2,11,5,2,0,0,0,0,0,0,0,1,60,3482,795,582,213,0,1,0.2283170591614015
1953,0,0,0.44,2013-02-13,45,443,10,75,0,10,48,4,8,1,8,8,0,0,0,0,0,0,0,1,70,3609,586,491,95,1,1,0.1623718481573843
1952,0,0,0.73,2013-05-12,57,901,31,345,75,31,191,1,4,4,11,1,0,0,1,0,0,0,0,0,71,3521,1574,1092,482,1,1,0.4470320931553536
1950,1,0,0.35,2014-02-08,20,9,0,3,0,0,1,1,0,0,3,3,0,0,0,0,0,0,0,2,73,3249,13,10,3,0,1,0.0040012311480455524
1970,0,0,0.59,2013-01-16,29,846,84,352,91,56,42,4,9,4,8,5,0,0,0,0,0,0,0,1,53,3637,1471,888,583,0,1,0.4044542205114105
1970,1,0,0.19,2013-12-21,82,8,3,9,19,4,22,3,1,1,3,6,0,0,0,0,0,0,0,2,53,3298,65,30,35,1,0,0.019708914493632504
1977,0,0,0.29,2013-05-02,68,72,7,58,13,1,24,4,4,1,3,8,0,0,0,0,0,0,0,1,46,3531,175,96,79,1,1,0.04956103086944209
1966,0,1,0.29,2013-04-27,65,29,0,5,0,1,5,1,1,0,3,5,0,0,0,0,0,0,0,1,57,3536,40,34,6,1,1,0.011312217194570135
1969,1,0,0.83,2012-09-01,99,169,24,553,188,0,144,1,8,5,4,7,0,1,1,0,0,0,1,2,54,3774,1078,313,765,1,0,0.2856385797562268
1958,0,0,0.57,2012-11-16,9,460,35,422,33,12,153,2,6,6,7,4,0,0,0,0,0,0,0,1,65,3698,1115,613,502,0,1,0.30151433207138995
